Winner,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
0.0,0.0,1.0,0.0,0.0,0.09873188405797101,0.13623188405797101,0.09064112011790715,0.09065679925994449,0.06898550724637682,0.0461716044632551,0.12142577359968668,0.09422533315385652,0.0977418267610381,0.05293005671077505,0.08695652173913043,0.042765502494654314,0.04995374653098983,0.1,0.021739130434782608,0.10904853349089895,0.09073724007561439,0.5632411067193677,0.2282608695652174,0.12753623188405797,0.16304347826086957,0.2978260869565217,0.13505899861805037,0.1255219847703267,0.25,0.6923076923076923,0.13088301210219633,0.14645308924485126,0.4173913043478261,0.39565217391304347,0.06035992992514732,0.05809280233832663,0.17177476835352815,0.1932367149758454,0.11897398581044204,0.16776937618147447,0.11594202898550722,0.13729977116704806,0.15760869565217392,0.021739130434782605,0.04347826086956521,0.13137654999215198,0.18460441910192443,0.49450369155045115,0.021739130434782605,0.030855539971949508,0.043478260869565216,0.1956521739130435,0.20305272895467158,0.30355731225296445,0.49999999999999994,0.22403055229142188,0.3571428571428571,0.0,0.0,0.2,0.2727272727272727,0.8888888888888888,0.0,0.6363636363636364,0.736842105263158,0.7727272727272725,0.9933333333333333,1.0,0.0,0.0,0.12375249500998005,0.1272475795297372,0.2008547008547008,0.15591397849462363,0.13985751781027375,0.14265470004723665,0.10544217687074829,0.1111111111111111,0.15363881401617252,0.18333333333333335,0.25,0.1330935251798561,0.11788617886178862,0.07142857142857142,0.0,0.15114177755873176,0.14581280788177337,0.3644578313253014,0.0,0.09722222222222222,0.0,0.0,0.1969767804269908,0.21962196219621963,0.125,0.3076923076923077,0.1747967479674797,0.19587628865979376,0.2505592841163311,0.2604166666666667,0.14294258373205743,0.1684782608695652,0.5,0.6000000000000001,0.20833333333333331,0.2831125827814569,0.5,0.06862745098039215,0.11023622047244094,0.2631578947368421,0.0,0.20464601769911503,0.2630952380952381,0.8270676691729322,0.0,0.09574468085106384,0.16260162601626016,0.43321299638989175,0.28043478260869564,0.39682539682539686,0.14285714285714285,0.3008130081300813,0.06666666666666667,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.1,0.6818181818181817,0.8095238095238089,0.9933333333333333,0.5600000000000002,0.5652173913043477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.25,0.0,0.0,0.12609649122807015,0.12631578947368424,0.15700267618198038,0.1153415453527436,0.23976608187134504,0.13693525850023283,0.2738264580369844,0.22649503014502204,0.34489324085407314,0.1945080091533181,0.07017543859649122,0.04227782571182054,0.04367301231802912,0.18947368421052635,0.02631578947368421,0.31296815084142976,0.20442410373760492,0.43480861244019137,0.0,0.39298245614035077,0.49342105263157887,0.3778947368421052,0.338952515763737,0.2447219744275944,0.3125,0.38461538461538464,0.2528486163863266,0.20360110803324094,0.5368421052631579,0.38947368421052636,0.26874879506458454,0.18443166740380357,0.022433132010353754,0.022222222222222223,0.2906848711737503,0.19851258581235698,0.14035087719298245,0.33795013850415506,0.29605263157894735,0.018796992481203006,0.0,0.3146494394831846,0.24374460742018983,0.24925521350546176,0.13157894736842105,0.1494057724957555,0.14736842105263157,0.23526315789473684,0.3564762971257932,0.3054545454545455,0.7361111111111112,0.532539118065434,0.2857142857142857,1.0,1.0,0.30000000000000004,0.5454545454545454,0.0,0.0,0.6363636363636364,0.5789473684210527,0.5909090909090908,0.6,0.0,0.125,0.0,0.19693945442448435,0.16228676809589673,0.2564102564102564,0.15770609318996417,0.25384326959130105,0.19251561433894931,0.47619047619047605,0.5614035087719298,0.41599281221922735,0.49523809523809503,0.16666666666666666,0.0023980815347721817,0.0027100271002710027,0.38095238095238093,0.1111111111111111,0.3311976343026121,0.2889983579638751,0.32530120481927716,0.20512820512820512,0.2685185185185185,0.22222222222222224,0.3666666666666665,0.4018492545841774,0.4104410441044104,0.3125,0.15384615384615385,0.20596205962059622,0.21993127147766325,0.5794183445190157,0.4930555555555554,0.2523923444976076,0.2092391304347826,0.14814814814814817,0.19444444444444445,0.29541446208112876,0.2593818984547461,0.0,0.16013071895424835,0.23272090988626412,0.29239766081871343,0.05555555555555555,0.2905604719764012,0.2674603174603174,0.5747702589807853,0.11904761904761904,0.2765957446808511,0.43360433604336046,0.19975932611311675,0.32681159420289857,0.3333333333333333,0.25974025974025977,0.3983739837398374,0.06666666666666667,0.0,0.0,0.1,0.18181818181818182,0.3333333333333333,0.5,0.35000000000000003,0.5909090909090913,0.6190476190476186,0.6,0.6,0.6086956521739129,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.25,0.0,0.2430555555555555,0.3222222222222222,0.19209039548022602,0.16312056737588654,0.3214814814814815,0.20353982300884954,0.442942942942943,0.39215686274509803,0.4582256675279932,0.26956521739130435,0.2222222222222222,0.04918032786885246,0.05673758865248227,0.16666666666666669,0.0,0.4290927393985151,0.31400966183574885,0.5151515151515152,0.16666666666666666,0.4666666666666667,0.625,0.45,0.4413202933985329,0.32956685499058386,0.1875,0.0,0.30927835051546393,0.2894736842105263,0.38666666666666666,0.36666666666666664,0.2551892551892552,0.1764705882352941,0.11475409836065574,0.12592592592592597,0.2524407252440725,0.16304347826086957,0.0,0.5789473684210527,0.5,0.07142857142857142,0.0,0.3080625752105896,0.27049180327868855,0.3849056603773585,0.25,0.08602150537634408,0.13333333333333333,0.16666666666666666,0.39479905437352236,0.4024242424242425,0.1111111111111111,0.573873873873874,0.0,0.0,0.0,0.2,0.09090909090909091,0.0,0.0,0.13636363636363635,0.1578947368421053,0.13636363636363624,0.06666666666666665,0.0,0.3125,0.0,0.6200931470392549,0.6602120792992162,0.6951566951566951,0.6881720430107525,0.3983252093488314,0.32582795360310707,0.1360544217687075,0.19883040935672516,0.3830488170110812,0.34920634920634924,0.1111111111111111,0.4556354916067145,0.3794037940379404,0.34920634920634924,0.2222222222222222,0.4595586222003176,0.4483853311439518,0.38152610441767065,0.15384615384615385,0.7037037037037037,0.5925925925925928,0.43333333333333335,0.5925925925925927,0.6712671267126713,0.3125,0.15384615384615385,0.4878048780487805,0.43298969072164945,0.8508575689783744,0.7847222222222222,0.3094098883572568,0.18206521739130427,0.13804713804713803,0.15000000000000002,0.3108465608465608,0.16556291390728475,0.1111111111111111,0.3622004357298475,0.39807524059492566,0.6432748538011696,0.1111111111111111,0.3613569321533923,0.2706349206349206,0.534670008354219,0.23809523809523808,0.4113475177304966,0.46070460704607047,0.18050541516245489,0.4920289855072464,0.5079365079365079,0.4155844155844156,0.7102529358626919,0.3333333333333333,0.0,0.3333333333333333,0.4,0.09090909090909091,0.1111111111111111,0.0,0.35000000000000003,0.09090909090909127,0.14285714285714235,0.06666666666666665,0.31999999999999995,0.21739130434782594,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.75,0.0,0.42499999999999993,0.48,0.2033898305084746,0.17588652482269504,0.5721481481481481,0.44365781710914454,0.17567567567567569,0.18369453044375647,0.6318690783807064,0.3942028985507247,0.13333333333333333,0.09617486338797814,0.0978723404255319,0.08666666666666667,0.0,0.6167862086321882,0.466183574879227,0.48409090909090924,0.11666666666666667,0.013333333333333334,0.025,0.13333333333333333,0.5713936430317849,0.3988700564971751,0.5625,0.23076923076923078,0.26804123711340205,0.1649122807017544,0.264,0.19,0.4432234432234432,0.31204481792717087,0.06448087431693988,0.04740740740740741,0.4340306834030683,0.27101449275362316,0.0,0.7789473684210526,0.7416666666666667,0.05714285714285714,0.03333333333333334,0.47123947051744886,0.34480874316939897,0.25358490566037734,0.05,0.4,0.21333333333333337,0.17800000000000002,0.47966903073286055,0.3335757575757576,0.49999999999999994,0.45103603603603604,0.0,0.0,0.25,0.4,0.4545454545454546,0.2222222222222222,0.0,0.5454545454545454,0.5263157894736845,0.3181818181818179,0.2666666666666667,0.0,0.0625,0.0,0.2035928143712575,0.1825726141078838,0.07435897435897436,0.05161290322580645,0.28098987626546684,0.25224374114312703,0.08775510204081631,0.08771929824561403,0.28517520215633424,0.28285714285714286,0.1,0.08633093525179854,0.0951219512195122,0.09999999999999999,0.6,0.25194677180877284,0.20650246305418718,0.30783132530120483,0.18461538461538463,0.10833333333333334,0.08,0.066,0.32800374006545113,0.3535553555355535,0.3125,0.3076923076923077,0.33170731707317075,0.28453608247422674,0.30067114093959735,0.28125,0.21279904306220093,0.19483695652173907,0.21212121212121213,0.2,0.19523809523809527,0.14701986754966886,0.0,0.33970588235294114,0.462992125984252,0.4473684210526315,0.1,0.2412610619469027,0.2314285714285714,0.5849624060150376,0.0,0.4021276595744681,0.6829268292682927,0.3,0.32771739130434785,0.3863945578231292,0.3116883116883117,0.4403116531165312,0.2,0.0,0.3333333333333333,0.0,0.18181818181818182,0.3333333333333333,0.0,0.30000000000000004,0.40909090909090917,0.42857142857142794,0.3666666666666666,0.16000000000000003,0.30434782608695654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.25,0.0,0.0,0.3035714285714286,0.3476190476190476,0.1089588377723971,0.0851063829787234,0.42603174603174604,0.3350189633375474,0.37001287001287003,0.287483414418399,0.46511627906976744,0.24968944099378884,0.09523809523809523,0.23185011709601874,0.2553191489361702,0.1285714285714286,0.14285714285714285,0.4929623038343311,0.37060041407867494,0.5113636363636365,0.2857142857142857,0.19047619047619044,0.21428571428571427,0.4357142857142857,0.4951100244498777,0.36561743341404357,0.375,0.07692307692307693,0.15022091310751107,0.13533834586466165,0.16571428571428573,0.10714285714285715,0.2192569335426478,0.15486194477791115,0.31381733021077285,0.3047619047619048,0.2904961147638972,0.27950310559006214,0.0,0.3383458646616541,0.21428571428571427,0.06122448979591836,0.0,0.29654461062403303,0.27283372365339575,0.30619946091644207,0.0,0.22119815668202764,0.2571428571428572,0.3585714285714286,0.3844984802431611,0.3948051948051949,0.2638888888888889,0.5230694980694981,0.07142857142857142,0.0,0.5,0.2,0.18181818181818182,0.0,0.0,0.2727272727272727,0.5263157894736845,0.40909090909090917,0.19999999999999996,0.0,0.0625,0.0,0.11497005988023952,0.11286307053941909,0.07179487179487179,0.07741935483870967,0.32103487064116987,0.19839395370807744,0.15918367346938775,0.17543859649122806,0.37358490566037733,0.3028571428571428,0.2,0.07769784172661869,0.05365853658536586,0.19999999999999998,0.0,0.3004435682602267,0.1875862068965517,0.18674698795180722,0.36923076923076925,0.11666666666666665,0.13333333333333333,0.3,0.3859747545582048,0.3427542754275427,0.1875,0.07692307692307693,0.0975609756097561,0.09896907216494845,0.14093959731543626,0.1125,0.22033492822966505,0.17934782608695649,0.05454545454545455,0.04000000000000001,0.22460317460317458,0.1768211920529801,0.0,0.192156862745098,0.1984251968503937,0.15789473684210525,0.2,0.21969026548672568,0.1757142857142857,0.46616541353383445,0.0,0.17872340425531916,0.24390243902439027,0.17978339350180506,0.2393478260869565,0.20816326530612245,0.14285714285714285,0.35528455284552846,0.06666666666666667,0.0,0.0,0.0,0.18181818181818182,0.2222222222222222,0.0,0.2,0.27272727272727293,0.42857142857142794,0.19999999999999996,0.20000000000000007,0.3913043478260869,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.5833333333333333,0.0,0.2020833333333333,0.20666666666666667,0.054237288135593226,0.04468085106382979,0.2577777777777778,0.25132743362831855,0.39414414414414417,0.30650154798761614,0.27338501291989664,0.20956521739130438,0.06666666666666667,0.26393442622950825,0.21489361702127657,0.13999999999999999,0.0,0.3268025670064175,0.2927536231884058,0.6431818181818183,0.1,0.17333333333333334,0.20625000000000002,0.28200000000000003,0.33337408312958433,0.28418079096045196,0.4375,0.07692307692307693,0.10309278350515463,0.08684210526315789,0.14400000000000002,0.12,0.1684981684981685,0.12857142857142856,0.1,0.09777777777777778,0.18577405857740584,0.15543478260869564,0.0,0.33157894736842103,0.28125,0.05714285714285714,0.05,0.19747292418772566,0.17295081967213116,0.23924528301886788,0.075,0.14193548387096774,0.1,0.212,0.2379432624113475,0.23563636363636364,0.29166666666666663,0.34689189189189185,0.2857142857142857,0.0,0.25,0.1,0.4545454545454546,0.2222222222222222,0.0,0.4090909090909091,0.36842105263157876,0.3181818181818179,0.19999999999999996,0.0,0.3125,0.0,0.5461077844311377,0.604149377593361,0.441025641025641,0.432258064516129,0.3615298087739033,0.3986773736419461,0.33469387755102037,0.38596491228070173,0.41671159029649596,0.5428571428571428,0.2,0.20719424460431649,0.21463414634146344,0.14285714285714285,0.0,0.4266140956136028,0.4886699507389162,0.5843373493975904,0.0,0.06666666666666667,0.08,0.4,0.43983169705469843,0.5083708370837083,0.3125,0.0,0.24390243902439024,0.17938144329896905,0.24429530201342284,0.2375,0.2296650717703349,0.12554347826086953,0.024242424242424246,0.010000000000000002,0.21587301587301583,0.10331125827814569,0.0,0.192156862745098,0.1763779527559055,0.05263157894736842,0.0,0.23230088495575224,0.13857142857142857,0.550375939849624,0.0,0.11489361702127661,0.09756097560975611,0.10830324909747294,0.24978260869565214,0.17142857142857143,0.14285714285714285,0.38360433604336047,0.2,0.0,0.0,0.1,0.36363636363636365,0.0,0.0,0.25,0.31818181818181834,0.2380952380952377,0.19999999999999996,0.36,0.4782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.41666666666666663,0.0,0.3333333333333333,0.38,0.1694915254237288,0.1702127659574468,0.45155555555555554,0.45663716814159294,0.04504504504504505,0.04953560371517029,0.4,0.28347826086956524,0.26666666666666666,0.33114754098360655,0.3659574468085106,0.04000000000000001,0.0,0.4717251793129483,0.44347826086956527,0.6250000000000001,0.05,0.04,0.0,0.0,0.4459657701711491,0.38870056497175137,0.3125,0.0,0.16494845360824742,0.12105263157894736,0.28800000000000003,0.24,0.30915750915750917,0.19495798319327728,0.006557377049180329,0.008888888888888889,0.30711297071129706,0.16956521739130434,0.0,0.5578947368421052,0.5125,0.04285714285714285,0.0,0.3285198555956679,0.2245901639344262,0.23471698113207545,0.0,0.5161290322580645,0.24,0.12200000000000005,0.35602836879432626,0.25745454545454544,0.18055555555555552,0.5416216216216216,0.0,0.0,0.25,0.2,0.18181818181818182,0.0,0.0,0.2272727272727273,0.7894736842105265,0.8181818181818179,0.4666666666666667,0.0,0.125,0.0,0.26176218990590244,0.2703023117960877,0.21611721611721613,0.16820276497695852,0.39354009320263533,0.33362575072542006,0.14285714285714285,0.16040100250626566,0.4381979206777052,0.42448979591836733,0.32142857142857145,0.1387461459403905,0.1376306620209059,0.16326530612244897,0.35714285714285715,0.38301767232274875,0.3192118226600985,0.2913080895008605,0.06593406593406594,0.10714285714285715,0.08571428571428572,0.2257142857142857,0.43304614973619177,0.4073550212164073,0.3125,0.3076923076923077,0.34320557491289205,0.2673048600883652,0.40268456375838924,0.34375,0.2673444976076555,0.21079192546583844,0.09090909090909091,0.12142857142857143,0.2650226757369615,0.2086092715231788,0.07142857142857142,0.17892156862745096,0.2283464566929134,0.3195488721804511,0.17857142857142858,0.2856352718078382,0.24132653061224488,0.5746509129967776,0.07653061224489796,0.28267477203647423,0.4006968641114983,0.28004125838060856,0.3263198757763975,0.31341107871720114,0.4415584415584416,0.46302748741773125,0.06666666666666667,0.0,1.0,0.2,0.2727272727272727,0.2222222222222222,0.0,0.5,0.36363636363636376,0.3809523809523805,0.4666666666666667,0.31999999999999995,0.21739130434782594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.25,0.0,0.39999999999999997,0.48,0.4661016949152542,0.3446808510638298,0.4013333333333333,0.38761061946902653,0.20045045045045048,0.2043343653250774,0.537467700258398,0.4252173913043478,0.03333333333333333,0.05737704918032787,0.0702127659574468,0.2,0.0,0.5261230653076633,0.4826086956521739,0.6477272727272727,0.125,0.18000000000000002,0.31875,0.5740000000000001,0.5622249388753056,0.5073446327683616,0.1875,0.23076923076923078,0.2288659793814433,0.19473684210526315,0.648,0.53,0.26153846153846155,0.21428571428571427,0.16065573770491806,0.13111111111111112,0.33556485355648535,0.3184782608695652,0.06666666666666667,0.3210526315789473,0.33125,0.07142857142857142,0.0,0.34801444043321306,0.3360655737704918,0.36603773584905674,0.15,0.2,0.16000000000000003,0.278,0.4053191489361702,0.40800000000000003,0.27777777777777773,0.3835135135135136,0.0,0.0,0.25,0.30000000000000004,0.09090909090909091,0.2222222222222222,0.0,0.3181818181818182,0.0,0.0,0.0,0.0,0.4375,0.0,0.9272882805816939,0.9104919976289272,0.8388278388278388,0.7235023041474653,0.9463281375542343,0.8829205749375801,0.06705539358600582,0.08020050125313283,0.9114362726222568,0.8836734693877549,0.07142857142857142,0.739979445015416,0.6655052264808362,0.0,0.0,0.9485320002816306,0.8951442646023926,0.28227194492254737,0.0,0.03571428571428571,0.03809523809523809,0.21428571428571427,0.9558538702998731,0.9114054262569115,0.4375,0.0,0.33797909407665505,0.24742268041237112,0.5503355704697988,0.4285714285714286,0.42805878332194114,0.2597049689440993,0.10389610389610389,0.13571428571428573,0.45068027210884354,0.2937559129612109,0.14285714285714285,0.24019607843137253,0.21259842519685038,0.3007518796992481,0.0,0.44611251580278133,0.29591836734693877,0.4360902255639097,0.05102040816326531,0.7021276595744682,0.48780487804878053,0.1624548736462094,0.5035714285714284,0.4033041788143829,0.3246753246753247,0.730836236933798,0.3333333333333333,0.0,0.3333333333333333,0.4,0.18181818181818182,0.0,0.0,0.35000000000000003,0.22727272727272707,0.0952380952380949,0.06666666666666665,0.16000000000000003,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.5833333333333333,0.0,0.05357142857142858,0.07619047619047618,0.17433414043583537,0.182370820668693,0.05904761904761904,0.060682680151706705,0.4504504504504505,0.4422821760283061,0.18678479143595425,0.2,0.0,0.07962529274004683,0.09422492401215805,0.27142857142857146,0.0,0.18093080946988083,0.2153209109730849,0.8571428571428573,0.14285714285714285,0.2571428571428571,0.34821428571428564,0.8285714285714285,0.30178134823611596,0.3817594834543987,0.4375,0.0,0.035346097201767304,0.041353383458646614,0.19428571428571428,0.16428571428571428,0.07796964939822082,0.058823529411764705,0.03747072599531616,0.04126984126984126,0.09683203825463241,0.08385093167701863,0.09523809523809523,0.1879699248120301,0.17857142857142855,0.0,0.0,0.09902011346054669,0.09133489461358314,0.24636118598382745,0.03571428571428571,0.03686635944700461,0.08571428571428572,0.2857142857142857,0.14437689969604864,0.17454545454545456,0.2222222222222222,0.4845559845559846,0.3571428571428571,1.0,0.0,0.1,0.36363636363636365,0.1111111111111111,0.0,0.3181818181818182,0.6315789473684208,0.5909090909090908,0.6,0.0,0.125,0.0,0.10179640718562875,0.11618257261410789,0.21794871794871795,0.16129032258064516,0.08998875140607425,0.06943788379782712,0.2193877551020408,0.2807017543859649,0.1361185983827493,0.1464285714285714,0.0,0.11870503597122299,0.12195121951219512,0.3214285714285714,0.0,0.13208477082306555,0.12413793103448274,0.5978915662650602,0.34615384615384615,0.08333333333333333,0.13333333333333333,0.75,0.23001402524544182,0.3042304230423042,0.125,0.07692307692307693,0.03048780487804878,0.03092783505154639,0.2348993288590604,0.1875,0.06459330143540669,0.052989130434782594,0.19696969696969696,0.125,0.09226190476190475,0.07450331125827814,0.25,0.17156862745098037,0.19291338582677164,0.39473684210526316,0.125,0.09789823008849559,0.08571428571428572,0.8458646616541353,0.08928571428571429,0.11170212765957449,0.1829268292682927,0.2436823104693141,0.12880434782608693,0.14285714285714285,0.07792207792207792,0.3158875338753388,0.0,0.0,0.0,0.0,0.18181818181818182,0.1111111111111111,0.0,0.15000000000000002,0.6363636363636367,0.714285714285714,0.9,0.68,0.08695652173913038,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.25,0.0,0.0,0.07954545454545453,0.08181818181818182,0.04776579352850539,0.03868471953578336,0.21333333333333332,0.18423169750603377,0.212940212940213,0.23079088094567973,0.24007517030772846,0.17707509881422925,0.1818181818181818,0.1639344262295082,0.15473887814313345,0.05454545454545454,0.0,0.2502831257078143,0.21805006587615283,0.681818181818182,0.04545454545454546,0.31515151515151524,0.40909090909090906,0.30818181818181817,0.2430540120026672,0.20082177709296353,0.3125,0.23076923076923078,0.15557638238050608,0.11961722488038277,0.06909090909090909,0.03636363636363637,0.26973026973026976,0.17723453017570662,0.03576751117734724,0.044444444444444446,0.2734880182578927,0.17885375494071146,0.1818181818181818,0.24401913875598086,0.17613636363636365,0.012987012987012988,0.0,0.27633738103052186,0.1870342771982116,0.16740994854202396,0.04545454545454546,0.07624633431085046,0.0,0.0,0.336234687298517,0.2935537190082645,0.3194444444444444,0.3614864864864865,0.21428571428571427,0.0,0.0,0.30000000000000004,0.4545454545454546,0.0,0.0,0.36363636363636365,0.26315789473684204,0.18181818181818166,0.19999999999999996,0.0,0.25,0.0,0.4950099800399202,0.4241585984324574,0.24074074074074084,0.19713261648745523,0.5788026496687914,0.3930089749645725,0.5045351473922899,0.6003898635477583,0.673255465708296,0.5865079365079368,0.05555555555555555,0.27937649880095916,0.22899728997289984,0.33333333333333326,0.1111111111111111,0.6190241498275013,0.4746579091406678,0.22791164658634544,0.20512820512820512,0.7407407407407409,0.45185185185185184,0.35166666666666674,0.7270271674198744,0.6748674867486749,0.3125,0.38461538461538464,0.2425474254742547,0.1907216494845361,0.3027591349739001,0.2152777777777778,0.44677033492822965,0.274909420289855,0.07744107744107745,0.08055555555555556,0.46913580246913583,0.2847682119205298,0.2222222222222222,0.18300653594771238,0.2174103237095363,0.05847953216374269,0.0,0.4430309734513275,0.276984126984127,0.4227234753550544,0.21825396825396828,0.22695035460992913,0.29810298102981037,0.23405535499398317,0.486231884057971,0.3620559334845049,0.8701298701298702,0.7410794941282746,0.4666666666666667,0.0,0.0,0.8,0.2727272727272727,0.2222222222222222,0.0,0.65,0.22727272727272707,0.2380952380952377,0.19999999999999996,0.36,0.5217391304347825,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
